lon,lat,depth_m_chart_datum,enc_cell
134.5979767,7.3405805,23.6,US4TB3P0
134.5984039,7.333714,407.0,US4TB3P0
134.5987244,7.3748446,58.0,US4TB3P0
134.5987549,7.3464308,29.2,US4TB3P0
134.5988312,7.3553085,22.0,US4TB3P0
134.5990448,7.3413973,21.8,US4TB3P0
134.5990753,7.3507223,31.0,US4TB3P0
134.5990906,7.3427944,26.4,US4TB3P0
134.5991211,7.3477001,34.0,US4TB3P0
134.599411,7.344697,32.0,US4TB3P0
134.5996552,7.3468084,19.3,US4TB3P0
134.5997925,7.3396001,36.0,US4TB3P0
134.5998077,7.3405695,26.2,US4TB3P0
134.5999451,7.3526778,27.6,US4TB3P0
134.6001587,7.3740196,61.0,US4TB3P0
134.6002197,7.3689637,25.0,US4TB3P0
134.6002655,7.3417945,21.5,US4TB3P0
134.600647,7.3730474,60.0,US4TB3P0
134.6008301,7.3475919,29.0,US4TB3P0
134.6008453,7.3428445,26.5,US4TB3P0
134.6010895,7.3465724,14.3,US4TB3P0
134.6011353,7.3449612,24.7,US4TB3P0
134.6012116,7.3509498,34.0,US4TB3P0
134.6013184,7.3545804,29.0,US4TB3P0
134.6013641,7.3490863,37.0,US4TB3P0
134.6018677,7.3681946,25.0,US4TB3P0
134.601944,7.3397002,84.0,US4TB3P0
134.6019592,7.3468666,9.4,US4TB3P0
134.6021423,7.3500166,22.2,US4TB3P0
134.6022034,7.3458056,12.1,US4TB3P0
134.6022492,7.3447585,16.0,US4TB3P0
134.6023407,7.3583498,35.0,US4TB3P0
134.6023865,7.3602305,9.9,US4TB3P0
134.602478,7.3487945,27.6,US4TB3P0
134.6026154,7.3746419,58.0,US4TB3P0
134.6026306,7.3650279,19.7,US4TB3P0
134.6026917,7.3435669,27.7,US4TB3P0
134.6027222,7.3478112,9.6,US4TB3P0
134.6027374,7.342361,35.0,US4TB3P0
134.6028748,7.35115,27.4,US4TB3P0
134.6030579,7.3697224,26.0,US4TB3P0
134.6032715,7.363636,37.0,US4TB3P0
134.6032867,7.3469167,9.7,US4TB3P0
134.6032867,7.3720331,26.0,US4TB3P0
134.6033173,7.3453002,17.9,US4TB3P0
134.6033173,7.3532972,28.0,US4TB3P0
134.6035156,7.3483362,9.4,US4TB3P0
134.6035309,7.3493471,19.7,US4TB3P0
134.6040649,7.3473887,12.1,US4TB3P0
134.6041565,7.3359027,548.0,US4TB3P0
134.6041565,7.3462582,15.1,US4TB3P0
134.6042023,7.3511915,15.1,US4TB3P0
134.6042328,7.3438749,34.0,US4TB3P0
134.6044006,7.3292251,850.0,US4TB3P0
134.6044006,7.3579168,33.0,US4TB3P0
134.6044312,7.3448582,26.2,US4TB3P0
134.6045075,7.3659196,26.0,US4TB3P0
134.6045685,7.3616362,49.0,US4TB3P0
134.6045837,7.3746419,38.0,US4TB3P0
134.6047516,7.3413887,114.0,US4TB3P0
134.6048279,7.3522387,27.2,US4TB3P0
134.6049042,7.3685584,29.0,US4TB3P0
134.6049347,7.3530779,15.5,US4TB3P0
134.6049805,7.3542137,30.0,US4TB3P0
134.6049957,7.3494029,7.2,US4TB3P0
134.6051636,7.348136,9.2,US4TB3P0
134.6054535,7.3506475,17.7,US4TB3P0
134.6056213,7.3463388,26.0,US4TB3P0
134.6057587,7.352253,14.1,US4TB3P0
134.606247,7.3478251,16.4,US4TB3P0
134.6064148,7.3578224,37.0,US4TB3P0
134.6068268,7.3593779,34.0,US4TB3P0
134.6075592,7.3651471,37.0,US4TB3P0
134.6075745,7.3482943,25.0,US4TB3P0
134.6077271,7.3462696,44.0,US4TB3P0
134.6079102,7.3682084,31.0,US4TB3P0
134.608017,7.3740859,27.0,US4TB3P0
134.608078,7.3414307,471.0,US4TB3P0
134.6103363,7.3491197,48.0,US4TB3P0
134.6107941,7.3527722,9.5,US4TB3P0
134.6109467,7.3691669,23.0,US4TB3P0
134.6111755,7.346364,426.0,US4TB3P0
134.611618,7.3657446,28.0,US4TB3P0
134.6119385,7.3731804,30.0,US4TB3P0
134.6122437,7.36795,29.0,US4TB3P0
134.6128845,7.3351998,879.0,US4TB3P0
134.6135559,7.3516054,54.0,US4TB3P0
134.614563,7.3730335,24.0,US4TB3P0
134.6151733,7.3711529,27.0,US4TB3P0
134.6155396,7.3542695,33.0,US4TB3P0
134.6164398,7.349864,550.0,US4TB3P0
134.6194,7.3407664,811.0,US4TB3P0
134.6215363,7.3535943,477.0,US4TB3P0
134.6235352,7.3607168,50.0,US4TB3P0
134.6256104,7.3652306,81.0,US4TB3P0
134.4963074,7.3287945,32.0,US4TB3P0
134.4966431,7.3222113,34.0,US4TB3P0
134.4966431,7.3256974,34.0,US4TB3P0
134.4967804,7.324564,38.0,US4TB3P0
134.4984436,7.3223472,31.0,US4TB3P0
134.5009155,7.3287668,34.0,US4TB3P0
134.5010834,7.3257527,32.0,US4TB3P0
134.5013733,7.3271861,36.0,US4TB3P0
134.5022125,7.3239555,32.0,US4TB3P0
134.5028839,7.3329306,31.0,US4TB3P0
134.5029755,7.3266859,32.0,US4TB3P0
134.5030518,7.3307667,34.0,US4TB3P0
134.5041046,7.328064,34.0,US4TB3P0
134.5061493,7.3286166,36.0,US4TB3P0
134.5065613,7.331564,32.0,US4TB3P0
134.5263214,7.3392668,32.0,US4TB3P0
134.5441437,7.3054915,53.0,US4TB3P0
134.5583038,7.3224554,54.0,US4TB3P0
134.5760193,7.341836,58.0,US4TB3P0
134.5321808,7.3030472,45.0,US4TB3P0
134.54599,7.2756639,27.0,US4TB3P0
134.54599,7.3171887,77.0,US4TB3P0
134.5461273,7.3125944,54.0,US4TB3P0
134.5463867,7.3080001,53.0,US4TB3P0
134.5465241,7.2772722,38.0,US4TB3P0
134.5467682,7.2854805,32.0,US4TB3P0
134.546814,7.2895026,32.0,US4TB3P0
134.5471802,7.3183332,58.0,US4TB3P0
134.5473938,7.3202086,25.0,US4TB3P0
134.5474091,7.303175,40.0,US4TB3P0
134.5477753,7.2813139,32.0,US4TB3P0
134.5479126,7.2999249,34.0,US4TB3P0
134.5480194,7.2937083,32.0,US4TB3P0
134.5489044,7.3021054,7.9,US4TB3P0
134.5492401,7.3084998,40.0,US4TB3P0
134.5493469,7.2768807,27.0,US4TB3P0
134.5493927,7.2791419,0.6,US4TB3P0
134.54953,7.3137026,69.0,US4TB3P0
134.5495453,7.2843528,32.0,US4TB3P0
134.5495758,7.316339,49.0,US4TB3P0
134.5496063,7.3059444,30.0,US4TB3P0
134.5496521,7.2813249,31.0,US4TB3P0
134.5497589,7.3214359,49.0,US4TB3P0
134.54982,7.2882471,34.0,US4TB3P0
134.5501709,7.2914639,36.0,US4TB3P0
134.5509338,7.2940583,8.3,US4TB3P0
134.5513458,7.318922,38.0,US4TB3P0
134.5522919,7.30655,5.6,US4TB3P0
134.5526886,7.3053889,7.4,US4TB3P0
134.5531616,7.2928138,47.0,US4TB3P0
134.5533905,7.2863665,25.0,US4TB3P0
134.5535584,7.2892332,38.0,US4TB3P0
134.5535736,7.3085389,51.0,US4TB3P0
134.5536499,7.2985582,32.0,US4TB3P0
134.5537262,7.3156915,38.0,US4TB3P0
134.5538483,7.3009472,36.0,US4TB3P0
134.5538483,7.3115945,40.0,US4TB3P0
134.5544586,7.3061194,31.0,US4TB3P0
134.5553131,7.2738223,9.7,US4TB3P0
134.5553742,7.2702999,13.7,US4TB3P0
134.555603,7.2871113,13.7,US4TB3P0
134.555603,7.2962055,32.0,US4TB3P0
134.5558624,7.2928972,36.0,US4TB3P0
134.5565491,7.3064861,15.7,US4TB3P0
134.5567017,7.2795196,11.7,US4TB3P0
134.5567627,7.2894888,19.7,US4TB3P0
134.5571137,7.3194084,38.0,US4TB3P0
134.5574036,7.3155141,38.0,US4TB3P0
134.5576325,7.2957306,19.7,US4TB3P0
134.5581818,7.3123808,38.0,US4TB3P0
134.5583038,7.310678,34.0,US4TB3P0
134.5588989,7.2831359,15.7,US4TB3P0
134.5595703,7.329011,34.0,US4TB3P0
134.5595856,7.307147,25.0,US4TB3P0
134.5612183,7.3139195,34.0,US4TB3P0
134.561264,7.3223362,47.0,US4TB3P0
134.561676,7.3173361,45.0,US4TB3P0
134.5619202,7.285089,9.7,US4TB3P0
134.5630646,7.2895331,9.7,US4TB3P0
134.5635376,7.2931137,7.4,US4TB3P0
134.5644074,7.3245778,29.0,US4TB3P0
134.5647125,7.3018804,15.7,US4TB3P0
134.5652924,7.3166609,40.0,US4TB3P0
134.565445,7.3208637,40.0,US4TB3P0
134.5671234,7.3047862,11.7,US4TB3P0
134.5672607,7.3280778,32.0,US4TB3P0
134.5688629,7.3245611,31.0,US4TB3P0
134.568985,7.3414917,27.0,US4TB3P0
134.5690155,7.3566332,9.7,US4TB3P0
134.569519,7.3586001,9.7,US4TB3P0
134.5701752,7.3293419,36.0,US4TB3P0
134.570221,7.3610697,5.6,US4TB3P0
134.5706482,7.3647862,0.1,US4TB3P0
134.5714722,7.3228025,34.0,US4TB3P0
134.5718994,7.3535113,19.7,US4TB3P0
134.5723724,7.3469029,29.0,US4TB3P0
134.5726471,7.3401861,34.0,US4TB3P0
134.5729523,7.3503361,23.0,US4TB3P0
134.5740051,7.356689,8.3,US4TB3P0
134.5748138,7.3397389,45.0,US4TB3P0
134.5827026,7.3206277,78.0,US4TB3P0
134.5840302,7.3429556,62.0,US4TB3P0
134.5881348,7.3396859,42.0,US4TB3P0
134.5883331,7.3356586,47.0,US4TB3P0
134.5896149,7.3277807,96.0,US4TB3P0
134.5904846,7.3344808,42.0,US4TB3P0
134.5951538,7.3754501,6.5,US4TB3P0
134.5978851,7.3758473,56.0,US4TB3P0
134.5982666,7.3714418,21.0,US4TB3P0
134.5994263,7.3789554,54.0,US4TB3P0
134.6009827,7.3573499,32.0,US4TB3P0
134.6012573,7.3668499,21.0,US4TB3P0
134.6013489,7.3724251,34.0,US4TB3P0
134.6026611,7.3763471,64.0,US4TB3P0
134.6027527,7.361825,3.8,US4TB3P0
134.6030884,7.3674612,3.3,US4TB3P0
134.6032867,7.356689,32.0,US4TB3P0
134.6041107,7.3600278,29.0,US4TB3P0
134.6046906,7.3710861,7.4,US4TB3P0
134.6057587,7.3432002,78.0,US4TB3P0
134.6060638,7.3635807,31.0,US4TB3P0
134.6061859,7.3679915,19.7,US4TB3P0
134.6064606,7.3723359,1.9,US4TB3P0
134.607193,7.3504725,17.7,US4TB3P0
134.6073914,7.3447137,76.0,US4TB3P0
134.6077728,7.3761277,27.0,US4TB3P0
134.6079712,7.3608279,27.0,US4TB3P0
134.6091461,7.3636527,27.0,US4TB3P0
134.6095886,7.3508973,11.7,US4TB3P0
134.6100311,7.3667555,31.0,US4TB3P0
134.6103058,7.3714776,25.0,US4TB3P0
134.6123352,7.379714,5.6,US4TB3P0
134.6128235,7.3546138,13.7,US4TB3P0
134.6128388,7.3708363,29.0,US4TB3P0
134.6131744,7.3751721,32.0,US4TB3P0
134.6163025,7.374114,6.1,US4TB3P0
134.6167908,7.3573585,13.7,US4TB3P0
134.6198883,7.3572946,32.0,US4TB3P0
134.6198883,7.3596721,17.7,US4TB3P0
134.6222687,7.3634834,7.0,US4TB3P0
134.6252289,7.3681445,9.3,US4TB3P0
134.5913239,7.2852221,914.0,US4TB3P0
134.5978699,7.3042026,914.0,US4TB3P0
134.6124115,7.3183665,914.0,US4TB3P0
134.5733643,7.3416863,62.0,US4TB3P0
